BALANCE,PURCHASES,BALANCE_FREQUENCY,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_FREQUENCY,PURCHASES_TRX,CASH_ADVANCE_FREQUENCY,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,CLUSTER
1300.793883,1282.2,1.0,0.0,0.0,1.0,12.0,0.0,1200.0,1407.6235359999998,341.6853912583203,12.0,1
21.844185999999997,169.56,1.0,0.0,0.0,0.75,9.0,0.0,2500.0,181.438267,99.402121,12.0,1
100.212638,639.29,0.8,0.0,0.0,0.8,17.0,0.0,1500.0,269.84677999999997,156.747495,10.0,1
541.915572,1377.72,0.636364,0.0,0.0,0.25,5.0,0.0,2500.0,182.177646,200.759856,12.0,0
560.4140160000001,99.0,0.8736793396648064,909.10915,3.0,0.083333,1.0,0.11855247071988076,1000.0,407.819493,141.935936,12.0,0
1893.4230539999999,650.04,1.0,390.362711,1.0,1.0,24.0,0.083333,2000.0,775.769041,751.958904,12.0,1
1155.123292,62.02,1.0,19.081161,2.3221189591078066,0.083333,1.0,0.083333,1200.0,217.77540699999997,465.251459,12.0,0
750.070967,311.2,1.0,0.0,0.0,0.166667,4.0,0.0,1000.0,544.179931,181.243059,12.0,0
2990.370585,1368.0,1.0,1436.238238,14.0,1.0,22.0,0.583333,8000.0,1680.7482699999998,791.063136,11.464137410343525,1
197.159684,0.0,1.0,351.023706,2.0,0.0,0.0,0.25,1000.0,373.550284,107.037616,11.464137410343525,0
408.31029700000005,0.0,1.0,777.912775,10.0,0.0,0.0,0.333333,1500.0,1488.832955,193.298562,12.0,2
25.499945,62.53,0.727273,0.0,0.0,0.083333,1.0,0.0,1700.0,1637.518241,110.864194,12.0,0
3136.0791059999997,555.0,1.0,1728.321044,4.0,1.0,12.0,0.083333,3500.0,1045.1294380000002,780.780114,12.0,1
1790.7073739999998,1368.0,0.727273,2126.381193,7.0,0.083333,2.0,0.25,3500.0,672.6147940000001,979.683199,12.0,2
223.818492,1702.42,1.0,0.0,0.0,0.916667,12.0,0.0,7300.0,1913.220366,208.079912,12.0,1
153.643158,0.0,1.0,254.910338,1.0,0.0,0.0,0.083333,300.0,347.227774,148.87441,12.0,0
0.074724,0.0,0.181818,370.73048,1.0,0.0,0.0,0.083333,1000.0,1628.657052,11.51534,12.0,0
1338.3176839999999,0.0,0.909091,1961.77281,1.0,0.0,0.0,0.083333,2000.0,2313.97005,398.031823,12.0,0
1121.44991,219.4,1.0,0.0,0.0,0.666667,9.0,0.0,1200.0,591.736846,747.662321,12.0,0
39.105740999999995,220.0,0.545455,0.0,0.0,0.083333,1.0,0.0,3000.0,427.409497,98.429502,12.0,0
2139.442272,68.22,1.0,6322.766113,5.0,0.166667,2.0,0.25,5000.0,3022.8130969999997,603.467365,12.0,2
2530.378121,55.5,1.0,0.0,0.0,0.25,3.0,0.0,3500.0,1041.914403,585.213037,12.0,0
752.26105,4019.86,1.0,5632.549503,10.0,0.916667,19.0,0.333333,3000.0,7574.577354000001,237.824379,12.0,1
7.153511999999999,104.95,0.3,0.0,0.0,0.4,4.0,0.0,1500.0,271.567821,71.59927,10.0,1
5363.715074000001,118.41,1.0,4344.905863,6.0,0.083333,1.0,0.333333,7000.0,1965.9234600000002,341.6853912583203,12.0,2
838.5948950000001,258.49,0.636364,2220.225056,6.0,0.181818,2.0,0.363636,2000.0,2670.428981,988.159544,11.0,2
2369.073061,0.0,1.0,1235.769004,2.0,0.0,0.0,0.11855247071988076,3500.0,3428.646118,403.8183,10.0,2
14.891907999999999,59.8,0.818182,0.0,0.0,0.166667,2.0,0.0,500.0,98.211239,119.964053,12.0,0
2584.317807,0.0,1.0,6036.492283,7.0,0.0,0.0,0.25,3000.0,6024.595066,826.013735,12.0,2
111.098444,1105.89,1.0,0.0,0.0,1.0,26.0,0.0,2000.0,1004.6688730000001,151.76408,12.0,1
1669.488962,0.0,1.0,254.011804,4.0,0.0,0.0,0.166667,1800.0,571.589438,494.062935,12.0,0
3171.1754100000003,109.16,1.0,4586.702891,10.0,0.083333,1.0,0.333333,6000.0,598.08223,341.6853912583203,12.0,2
27.263365000000004,231.0,1.0,0.0,0.0,0.916667,11.0,0.0,5000.0,174.589426,151.412643,12.0,1
3586.66025,342.0,0.8736793396648064,5409.095889,18.0,0.333333,5.0,0.416667,6000.0,5949.072074000001,341.6853912583203,12.0,2
1688.247199,1937.64,1.0,967.811335,16.0,0.818182,22.0,0.454545,2500.0,745.063871,963.517552,11.0,1
1464.1914800000002,367.94,1.0,0.0,0.0,0.583333,9.0,0.0,1500.0,719.9456769999999,341.6853912583203,12.0,1
1584.3584150000002,0.0,1.0,440.692946,1.0,0.0,0.0,0.083333,4000.0,805.264643,452.084802,12.0,2
1613.34907,0.0,0.909091,1606.322681,3.0,0.0,0.0,0.181818,4500.0,312.433361,648.139459,11.0,2
18.293628,117.65,0.545455,0.0,0.0,0.416667,5.0,0.0,1500.0,186.00215,88.133951,12.0,0
2165.436389,0.0,1.0,1016.336335,6.0,0.0,0.0,0.25,2500.0,435.64194000000003,745.905341,12.0,2
1436.783799,258.86,1.0,143.228646,1.0,0.666667,13.0,0.083333,1500.0,662.396392,404.768221,12.0,1
264.261791,175.0,1.0,0.0,0.0,0.416667,5.0,0.0,1000.0,152.787605,213.203947,12.0,0
1843.308668,89.66,1.0,126.156551,6.0,0.2,5.0,0.6,2000.0,375.87805499999996,397.759846,10.0,2
1376.24407,0.0,1.0,501.208665,4.0,0.0,0.0,0.25,1500.0,685.228947,339.660618,12.0,0
3983.9237049999997,756.54,1.0,0.0,0.0,0.5,15.0,0.0,4000.0,1110.870941,341.6853912583203,11.464137410343525,0
1104.6960144212453,435.0,1.0,3049.497763,3.0,0.083333,3.0,0.166667,6500.0,795.908206,792.369143,12.0,2
1362.5513130000002,0.0,1.0,73.99384,1.0,0.0,0.0,0.090909,1500.0,312.512407,357.297959,11.0,0
2257.542109,0.0,1.0,1082.684755,1.0,0.0,0.0,0.083333,3000.0,464.716284,659.553866,12.0,2
25.486713,365.0,1.0,0.0,0.0,1.0,19.0,0.0,1500.0,254.68698799999999,139.614749,11.0,1
14.434807999999999,237.48,1.0,0.0,0.0,1.0,12.0,0.0,2500.0,216.922698,169.95303,12.0,1
8.849404,220.99,0.454545,0.0,0.0,0.916667,11.0,0.0,1000.0,286.305162,52.843213,12.0,1
508.164075,57.0,1.0,360.728419,8.0,0.166667,2.0,0.583333,600.0,576.386562,498.342596,12.0,2
41.624195,102.0,0.8736793396648064,0.0,0.0,0.166667,5.0,0.0,1000.0,278.021419,41.427923,12.0,0
4661.423201,0.0,1.0,5263.831799,10.0,0.0,0.0,0.583333,6500.0,2943.485063,1168.800699,12.0,2
123.05866999999999,151.92,1.0,0.0,0.0,1.0,12.0,0.0,3500.0,447.181346,171.75455,12.0,1
39.665224,265.92,1.0,0.0,0.0,0.916667,11.0,0.0,2000.0,295.676965,136.234257,12.0,1
41.080375,280.0,0.818182,0.0,0.0,0.666667,7.595242451967063,0.0,9000.0,479.765654,140.712772,12.0,1
1104.6960144212453,1725.05,1.0,1004.424902,5.0,0.916667,18.0,0.416667,5000.0,812.5346559999999,934.885255,11.464137410343525,1
34.223151,108.0,1.0,0.0,0.0,1.0,12.0,0.0,1000.0,68.331764,167.726633,12.0,1
209.506832,0.0,1.0,672.244034,2.3221189591078066,0.0,0.0,0.25,700.0,212.752075,154.743946,12.0,0
262.72362200000003,2365.07,0.818182,0.0,0.0,0.75,26.0,0.0,9000.0,3095.8317690000003,177.879065,12.0,1
190.09646899999998,561.99,1.0,667.2150630416129,0.0,1.0,14.0,0.0,1000.0,372.859398,195.131923,12.0,1
55.584590000000006,395.05,0.818182,0.0,0.0,0.416667,6.0,0.0,5500.0,531.9538,81.364934,11.464137410343525,1
1636.518315,542.47,1.0,1869.646314,2.0,0.25,2.0,0.25,3000.0,209.392729,354.281114,8.0,2
32.894020000000005,271.68,1.0,0.0,0.0,0.666667,12.0,0.0,2400.0,226.74491400000002,167.809303,12.0,1
4613.570499,0.0,1.0,1728.341939,1.0,0.0,0.0,0.090909,6000.0,922.2189609999999,341.6853912583203,11.0,2
2068.865586,0.0,1.0,1285.834671,2.0,0.0,0.0,0.166667,2500.0,607.215424,496.404113,12.0,2
55.59749,479.98,0.545455,942.597948,1.0,0.090909,1.0,0.090909,1200.0,1836.6266859999998,31.147044,11.0,0
523.1275440000001,786.94,1.0,1088.139436,4.0,0.25,3.0,0.25,1000.0,1603.447936,223.726642,12.0,0
673.930629,689.93,1.0,916.447583,2.0,0.833333,14.0,0.083333,1800.0,1603.66063,204.556137,12.0,1
1477.102808,0.0,1.0,960.917825,1.0,0.0,0.0,0.11111099999999999,1800.0,338.01960299999996,341.6853912583203,9.0,0
26.969302000000003,417.7,1.0,0.0,0.0,1.0,14.0,0.0,2000.0,447.03031100000004,148.459781,12.0,1
3805.493532,465.6,1.0,2406.661489,13.0,0.583333,9.0,0.25,4500.0,949.278907,341.6853912583203,12.0,2
76.096025,71.22,0.909091,0.0,0.0,0.25,3.0,0.11855247071988076,1500.0,216.059115,159.478913,11.464137410343525,0
817.714335,16.0,1.0,0.0,0.0,0.083333,1.0,0.0,1200.0,678.334763,244.791237,12.0,0
6631.790101,74.17,1.0,4618.934859,10.0,0.090909,1.0,0.454545,9000.0,1652.0296529999998,341.6853912583203,11.0,2
39.469095,418.97,0.636364,0.0,0.0,1.0,30.0,0.0,3000.0,655.157042,109.865935,12.0,1
5335.302925,0.0,1.0,468.958688,2.0,0.0,0.0,0.166667,6000.0,1350.318606,341.6853912583203,12.0,2
1104.6960144212453,150.0,1.0,264.96017,1.0,0.083333,3.0,0.083333,1800.0,733.240634,469.758727,12.0,0
4881.822347,0.0,1.0,223.953042,3.0,0.0,0.0,0.25,8500.0,1227.062915,341.6853912583203,12.0,2
2479.815703,5812.17,1.0,638.563709,3.0,0.916667,27.0,0.083333,10500.0,4586.498256,680.37248,12.0,1
1178.90161,150.0,1.0,0.0,2.3221189591078066,0.416667,5.0,0.0,1200.0,360.303696,410.225607,12.0,0
51.581189,384.89,1.0,0.0,0.0,0.666667,10.0,0.0,6000.0,213.515669,156.429964,12.0,1
62.104602,377.62,0.636364,0.0,0.0,0.5,6.0,0.0,2500.0,548.900318,99.168927,12.0,0
203.62963,0.0,0.454545,589.991614,2.0,0.0,0.0,0.166667,3000.0,314.842514,185.625798,12.0,0
39.554196999999995,353.9,0.545455,0.0,0.0,0.5,6.0,0.0,2500.0,374.472803,85.914125,12.0,0
1321.4760800000001,45.65,1.0,495.657934,2.3221189591078066,0.083333,1.0,0.083333,1800.0,440.84043899999995,312.560636,12.0,0
38.068219,799.92,0.727273,0.0,0.0,1.0,12.0,0.0,2500.0,553.927866,85.990408,12.0,1
2125.107734,663.04,1.0,1953.192558,2.0,0.75,24.0,0.083333,2500.0,560.757972,447.234777,12.0,1
3776.150532,0.0,1.0,3335.783756,12.0,0.0,0.0,0.333333,6000.0,881.37316,890.70637,12.0,2
26.96054,157.45,0.636364,0.0,0.0,0.416667,5.0,0.0,1000.0,238.253379,116.450584,12.0,0
4364.016237,2711.9,1.0,908.150316,1.0,1.0,12.0,0.083333,9500.0,2428.395411,1040.884331,12.0,1
31.473181,220.5,0.272727,0.0,0.0,0.083333,2.0,0.0,3750.0,1199.475254,89.231655,12.0,0
1402.44598,0.0,1.0,109.398095,1.0,0.0,0.0,0.083333,1500.0,438.031669,432.195428,12.0,0
2384.257016,0.0,1.0,99.110887,2.3221189591078066,0.0,0.0,0.166667,2500.0,564.37975,847.079637,12.0,2
1383.892711,1095.13,1.0,99.30138,1.0,1.0,26.0,0.083333,6000.0,1130.55011,415.172992,12.0,1
0.41367,1187.42,0.181818,0.0,0.0,0.916667,11.0,0.0,6000.0,1214.034802,9.925051,12.0,1
1087.427214,0.0,0.636364,1916.600175,1.0,0.0,0.0,0.083333,3000.0,341.431225,623.084326,12.0,2
2259.431829,780.64,1.0,1227.555485,6.0,1.0,22.0,0.333333,3500.0,663.553502,483.836254,12.0,1
1717.662673,209.62,1.0,1425.661833,6.0,0.666667,8.0,0.166667,3000.0,559.604995,973.486914,12.0,1
3155.155315,0.0,1.0,147.664311,2.0,0.0,0.0,0.166667,3500.0,975.901669,949.523933,12.0,2
933.05808,0.0,1.0,634.617283,10.0,0.0,0.0,0.416667,1000.0,827.275832,299.52845,12.0,2
17.838173,164.7,1.0,0.0,0.0,0.416667,5.0,0.0,3000.0,182.46246100000002,103.72423,12.0,0
1822.4319899999998,177.23,1.0,0.0,0.0,0.083333,7.595242451967063,0.0,2500.0,1136.3401210000002,428.353499,12.0,0
1104.6960144212453,2435.21,1.0,0.0,0.0,1.0,30.0,0.0,7500.0,2024.0099739999998,193.289032,12.0,1
1031.670316,1753.25,1.0,0.0,0.0,0.916667,24.0,0.0,4000.0,500.01493,352.459986,12.0,1
2341.530186,1791.11,1.0,3091.496553,19.0,1.0,22.0,0.75,5500.0,1409.686401,594.355607,12.0,1
176.478557,600.0,0.545455,0.0,0.0,0.083333,1.0,0.0,1500.0,690.478077,77.300437,12.0,0
2194.238291,545.83,1.0,3222.211747,7.0,0.166667,2.0,0.416667,8000.0,498.27493799999996,735.839735,12.0,2
159.36681000000002,1277.5,0.636364,0.0,0.0,0.583333,7.0,0.0,2500.0,1315.820451,173.58488,12.0,0
2135.406047,1600.09,1.0,78.600122,1.0,0.833333,28.0,0.083333,2500.0,699.818277,976.996811,11.464137410343525,1
2.9072709999999997,53.0,0.2,0.0,0.0,0.1,1.0,0.0,1000.0,239.669232,72.466408,10.0,0
34.869037,356.32,0.8736793396648064,0.0,0.0,1.0,8.0,0.0,1000.0,286.841222,129.155038,8.0,1
6.961939999999999,80.43,0.272727,0.0,0.0,0.272727,3.0,0.0,1000.0,140.958283,153.887492,11.0,0
4623.886447999999,883.94,1.0,0.0,0.0,1.0,15.0,0.0,6000.0,2790.54214,341.6853912583203,12.0,1
158.657744,752.0,0.909091,0.0,0.0,0.25,4.0,0.0,2500.0,865.171658,161.710712,12.0,0
284.34843,0.0,0.545455,651.58766,1.0,0.0,0.0,0.090909,1500.0,429.61504800000006,178.518687,11.0,0
638.163467,1202.72,1.0,716.190021,3.0,0.833333,23.0,0.25,3000.0,2857.881585,234.745291,12.0,1
3322.3148899999997,676.0,1.0,0.0,0.0,0.5,9.0,0.0,10000.0,867.587298,753.39587,12.0,1
3013.590493,0.0,1.0,341.360876,7.0,0.0,0.0,0.583333,3000.0,750.160714,341.6853912583203,12.0,2
413.936244,187.5,1.0,0.0,0.0,0.6,6.0,0.0,1000.0,141.526262,176.107285,10.0,1
4.383989,96.5,0.545455,0.0,0.0,0.5,6.0,0.0,4500.0,217.14364300000003,66.781434,12.0,0
35.382803,359.84,0.545455,0.0,0.0,0.416667,9.0,0.0,5000.0,503.91360999999995,135.328767,12.0,0
817.9537889999999,0.0,1.0,1285.120888,4.0,0.0,0.0,0.25,1500.0,1213.585489,285.414868,11.464137410343525,0
816.82453,42.3,0.3,3967.709973,5.0,0.1,1.0,0.2,6000.0,361.853722,645.320421,10.0,2
10.920026,95.6,1.0,0.0,0.0,1.0,10.0,0.0,1000.0,78.092423,93.210172,10.0,1
5311.5009979999995,2339.79,1.0,5930.115233,8.0,1.0,12.0,0.25,6500.0,6865.056659999999,341.6853912583203,12.0,1
241.384531,335.0,0.909091,0.0,0.0,0.416667,10.0,0.0,1000.0,661.587172,144.480066,12.0,0
16.346629999999998,267.06,0.545455,0.0,0.0,0.5,7.0,0.0,1000.0,318.011069,113.606953,12.0,0
259.217679,2844.3,0.818182,0.0,0.0,0.666667,12.0,0.0,2500.0,2733.7802070000002,165.185385,12.0,1
1168.345069,0.0,1.0,96.091248,1.0,0.0,0.0,0.083333,1200.0,255.22454900000002,252.04309,12.0,0
1247.384513,405.5,1.0,0.0,0.0,0.5,12.0,0.0,6500.0,1131.6077539999999,291.293418,12.0,1
133.999971,1485.0,1.0,0.0,0.0,1.0,12.0,0.0,1000.0,1353.276771,170.609124,12.0,1
98.6782,540.0,0.818182,0.0,0.0,0.75,9.0,0.0,1700.0,364.533707,169.369886,12.0,1
1167.254965,499.92,1.0,0.0,0.0,1.0,12.0,0.0,1200.0,897.514706,341.6853912583203,12.0,1
424.99438499999997,1200.0,0.375,0.0,0.0,0.125,1.0,0.0,1200.0,57.26629200000001,56.72021,8.0,0
176.991674,763.71,0.272727,0.0,0.0,0.083333,1.0,0.0,1200.0,314.5974,166.360313,12.0,0
5315.945594,1525.44,1.0,0.0,0.0,1.0,20.0,0.0,8500.0,1430.3415009999999,341.6853912583203,12.0,1
1873.6199100000001,396.26,1.0,2025.438092,10.0,0.571429,14.0,0.571429,2500.0,353.512837,384.161979,7.0,1
8.172299,114.0,0.636364,0.0,0.0,0.5,6.0,0.0,2700.0,123.400772,44.25482,12.0,0
1478.069308,0.0,1.0,37.483718,1.0,0.0,0.0,0.083333,1500.0,287.13201000000004,531.655053,12.0,0
1308.128024,623.03,1.0,0.0,0.0,0.916667,15.0,0.0,1500.0,306.967651,356.087522,12.0,1
144.006679,45.65,1.0,0.0,0.0,0.083333,1.0,0.0,1000.0,287.56008399999996,177.475343,12.0,0
1625.249578,1814.65,0.8736793396648064,1825.212313,6.0,1.0,24.0,0.416667,3000.0,1281.171589,392.219254,12.0,1
161.19886100000002,536.68,1.0,0.0,0.0,1.0,13.0,0.0,1000.0,280.826685,165.304588,12.0,1
381.95946299999997,1013.6,0.545455,476.74727,1.0,0.166667,12.0,0.083333,3500.0,2246.4287640000002,103.601608,12.0,0
77.653879,473.62,1.0,1260.284262,1.0,0.5,6.0,0.083333,1800.0,1572.10707,121.46035,12.0,1
73.70493499999999,554.67,1.0,0.0,2.3221189591078066,1.0,17.0,0.0,4000.0,578.565706,175.221326,12.0,1
3043.796467,1410.95,1.0,1345.522967,4.0,0.666667,13.0,0.25,11500.0,834.226677,659.920499,12.0,1
120.945829,33.38,0.7,0.0,0.0,0.2,2.0,0.0,1000.0,514.002301,148.330512,10.0,0
2446.4113899999998,1915.65,1.0,4201.060262,8.0,0.75,29.0,0.11855247071988076,8500.0,4723.691364,629.361278,12.0,1
440.186713,985.2,1.0,1055.502083,12.0,0.916667,19.0,0.333333,6000.0,1670.8694380000002,191.619507,12.0,1
4891.896666,915.81,1.0,1678.175594,5.0,0.583333,7.0,0.25,7500.0,1164.557472,341.6853912583203,12.0,1
148.376249,600.0,0.363636,0.0,0.0,0.083333,1.0,0.0,2500.0,731.400261,178.462119,12.0,0
2806.3431809999997,0.0,1.0,274.463254,3.0,0.0,0.0,0.083333,3000.0,797.82877,937.454272,12.0,2
154.416929,483.27,1.0,108.462594,2.0,0.416667,7.0,0.166667,500.0,266.232394,181.91342,12.0,0
1917.977989,0.0,1.0,6022.786892,1.0,0.0,0.0,0.083333,6500.0,7189.6957569999995,626.075406,12.0,2
2769.6404420000003,738.06,1.0,1273.269924,5.0,0.5,8.0,0.11855247071988076,4500.0,740.4530599999999,701.288299,12.0,1
1801.0450460000002,1684.29,1.0,0.0,0.0,1.0,18.0,0.0,8000.0,4376.057597999999,341.6853912583203,12.0,1
557.2773030000001,3739.78,1.0,0.0,0.0,0.833333,28.0,0.0,1500.0,3530.1317950000002,190.985351,12.0,1
568.0607219999999,1799.03,1.0,0.0,0.0,0.833333,14.0,0.0,10000.0,1770.4726420000002,215.536534,12.0,1
632.6794110000001,1363.79,1.0,0.0,0.0,0.75,16.0,0.0,6000.0,2432.980638,219.177144,12.0,1
1723.804529,3145.79,1.0,0.0,0.0,1.0,26.0,0.0,6000.0,995.0655009999999,387.473541,12.0,1
110.983174,458.47,1.0,0.0,0.0,0.25,3.0,0.0,2000.0,414.61872900000003,176.175087,12.0,0
170.086639,1218.11,0.909091,0.0,0.0,0.75,9.0,0.0,6000.0,1277.2816189999999,152.507474,12.0,1
35.800325,0.0,0.5,109.899622,2.0,0.0,0.0,0.25,500.0,152.96015500000001,112.13967,8.0,2
25.615441,146.5,0.545455,0.0,0.0,0.416667,5.0,0.0,500.0,287.28801200000004,142.251239,12.0,0
8.80954,114.0,0.818182,0.0,0.0,0.666667,8.0,0.0,4000.0,160.627029,86.700821,12.0,1
1118.057185,0.0,1.0,73.140635,1.0,0.0,0.0,0.083333,1200.0,335.79384,439.082668,12.0,0
25.698926999999998,244.0,0.909091,197.3778,1.0,1.0,16.0,0.083333,7000.0,383.150843,92.417583,12.0,1
452.951976,3649.83,0.454545,0.0,0.0,0.25,10.0,0.0,7500.0,209.21704599999998,164.503829,12.0,1
2.71921,0.0,0.181818,365.729727,1.0,0.0,0.0,0.083333,6000.0,3961.0727770000003,29.048708,12.0,0
415.27608,191.34,0.454545,0.0,0.0,0.416667,8.0,0.0,1500.0,3467.412046,1094.75712,12.0,1
251.15160899999998,0.0,0.363636,1084.813197,4.0,0.0,0.0,0.166667,1200.0,3597.1405590000004,308.399887,12.0,0
40.343354,318.79,0.5,0.0,0.0,0.2,2.0,0.0,6000.0,603.896667,56.679587,10.0,1
1131.503917,120.0,1.0,0.0,0.0,0.083333,1.0,0.0,1200.0,352.210107,470.738221,12.0,0
1608.052487,0.0,0.545455,2496.721337,3.0,0.0,0.0,0.25,5000.0,9933.622609999999,684.647727,12.0,0
10.288205,324.0,0.8736793396648064,0.0,0.0,0.75,9.0,0.0,1500.0,555.119249,57.741139,12.0,1
1575.508838,0.0,0.875,1977.834772,1.0,0.0,0.0,0.125,2500.0,260.843536,325.312921,8.0,2
2772.772734,0.0,1.0,346.81139,1.0,0.0,0.0,0.083333,3000.0,805.647974,989.962866,12.0,2
1539.375352,100.0,1.0,0.0,0.0,0.083333,1.0,0.0,3000.0,420.28330300000005,450.302969,11.464137410343525,0
849.030358,345.0,0.8736793396648064,101.511988,1.0,0.75,24.0,0.083333,1200.0,1465.044906,268.949636,12.0,1
6.5267349999999995,53.09,0.181818,0.0,0.0,0.083333,1.0,0.0,1000.0,309.515966,86.885269,12.0,0
832.183808,0.0,1.0,1991.951203,9.0,0.0,0.0,0.333333,2500.0,1497.093428,255.621363,12.0,2
1039.88038,93.24,0.818182,5465.141893,5.0,1.0,12.0,0.416667,5000.0,5293.6092659999995,290.479763,12.0,1
1104.6960144212453,324.18,1.0,0.0,0.0,0.333333,6.0,0.0,9500.0,950.7359550000001,867.128283,12.0,1
1755.1931920000002,0.0,1.0,1657.887522,5.0,0.0,7.595242451967063,0.166667,1800.0,310.98803599999997,627.613135,12.0,2
440.61364299999997,600.0,1.0,0.0,0.0,0.125,1.0,0.0,1000.0,215.316424,137.846006,8.0,2
4402.354047,0.0,1.0,2117.809244,10.0,0.0,0.0,0.25,5000.0,1030.1201130000002,1162.586801,12.0,2
0.737154,427.5,0.181818,0.0,0.0,1.0,23.0,0.0,1500.0,443.007864,15.052203,12.0,1
827.66215,965.0,1.0,0.0,0.0,0.333333,4.0,0.0,2000.0,748.605862,330.125475,12.0,0
1344.353594,0.0,1.0,661.025022,3.0,0.0,0.0,0.181818,1500.0,266.79546899999997,456.289689,11.0,2
803.6859599999999,1690.93,1.0,0.0,0.0,0.6,25.0,0.0,1200.0,1783.3960079999997,509.554302,10.0,1
58.167348,438.87,0.181818,0.0,0.0,0.083333,1.0,0.0,7500.0,1748.469291,270.533346,12.0,0
